instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
129703684,506655,SUDARSCHEM,"SUDARSHAN CHEMICAL INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
129710084,506680,TECILCHEM,"TECIL CHEMICALS & HYDRO POWER",0,,0,0.01,1,EQ,BSE,BSE
129711364,506685,ULTRAMAR,"ULTRAMARINE & PIGMENTS",0,,0,0.05,1,EQ,BSE,BSE
129711876,506687,TRANSPEK,"TRANSPEK INDUSTRY",0,,0,0.05,1,EQ,BSE,BSE
129712644,506690,UNICHEMLAB,"UNICHEM LABORATORIES",0,,0,0.05,1,EQ,BSE,BSE
129723908,506734,MYSORPETRO,"MYSORE PETRO CHEMICALS",0,,0,0.05,1,EQ,BSE,BSE
129732356,506767,ALKYLAMINE,"ALKYL AMINES CHEMICALS",0,,0,0.05,1,EQ,BSE,BSE
129742852,506808,TUTIALKA,"TUTICORIN ALKALI CHEMICALS AND",0,,0,0.01,1,EQ,BSE,BSE
129745924,506820,ASTRAZEN,"ASTRAZENECA PHARMA INDIA",0,,0,0.05,1,EQ,BSE,BSE
129754116,506852,PRIMO,"PRIMO CHEMICALS ",0,,0,0.01,1,EQ,BSE,BSE
129754628,506854,TANFACIND,"TANFAC INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
129755652,506858,GUJPETR,"GUJARAT PETROSYNTHESE",0,,0,0.01,1,EQ,BSE,BSE
129756932,506863,SWADEIN,"SWADESHI INDUSTRIES LEASING CO",0,,0,0.01,1,EQ,BSE,BSE
129761028,506879,GUJTHEM,"GUJARAT THEMIS BIOSYN",0,,0,0.05,1,EQ,BSE,BSE
129767940,506906,SCBL,"SAPTAK CHEM AND BUSINESS LIMIT",0,,0,0.01,1,EQ,BSE,BSE
129771268,506919,MAKERSL,"MAKERS LABORATORIES",0,,0,0.05,1,EQ,BSE,BSE
129775364,506935,CONTCHM,"CONTINENTAL CHEMICALS",0,,0,0.01,1,EQ,BSE,BSE
129777412,506943,JBCHEPHARM,"J.B.CHEMICALS & PHARMACEUTICAL",0,,0,0.05,1,EQ,BSE,BSE
129777924,506945,IGLFXPL-B,"INDO GULF INDUSTRIES",0,,0,0.01,50,EQ,BSE,BSE
129778436,506947,ADVPETR-B,"ADVANCE PETROCHEMICALS",0,,0,0.05,1,EQ,BSE,BSE
129786628,506979,APTPACK,"APT PACKAGING",0,,0,0.01,1,EQ,BSE,BSE
129787140,506981,BLUECHIPT,"BLUE CHIP TEX INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
129831684,507155,JAGAJITIND,"JAGATJIT INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
129838084,507180,KESARENT,"KESAR ENTERPRISES",0,,0,0.01,1,EQ,BSE,BSE
129844484,507205,TI,"TILAKNAGAR INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
129859844,507265,EMERALL,"EMERALD LEISURES ",0,,0,0.05,1,EQ,BSE,BSE
129868804,507300,RAVALSUGAR,"THE RAVALGAON SUGAR FARM LIMIT",0,,0,0.05,1,EQ,BSE,BSE
129872644,507315,SAKHTISUG,"SAKTHI SUGARS",0,,0,0.01,1,EQ,BSE,BSE
129896964,507410,WALCHANNAG,"WALCHANDNAGAR INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
129904132,507438,IFBAGRO,"IFB AGRO INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
129913348,507474,KFBL,"KOTHARI FERMENTATION & BIOCHEM",0,,0,0.01,1,EQ,BSE,BSE
129916420,507486,CAPRO,"CAPROLACTAM CHEMICALS",0,,0,0.01,1,EQ,BSE,BSE
129916932,507488,GMBREW,"G.M.BREWERIES",0,,0,0.05,1,EQ,BSE,BSE
129917444,507490,RANASUG,"RANA SUGARS",0,,0,0.01,1,EQ,BSE,BSE
129919492,507498,PICCASUG,"PICCADILY SUGAR & ALLIED INDUS",0,,0,0.01,1,EQ,BSE,BSE
129923588,507514,SDBL,"SOM DISTILLERIES & BREWERIES L",0,,0,0.05,1,EQ,BSE,BSE
129923844,507515,CJGEL,"C.J.GELATINE PRODUCTS",0,,0,0.01,1,EQ,BSE,BSE
129926660,507526,ASALCBR,"ASSOCIATED ALCOHOLS & BREWERIE",0,,0,0.05,1,EQ,BSE,BSE
129927684,507530,THAKKERS,"THAKKERS GROUP",0,,0,0.01,1,EQ,BSE,BSE
129931012,507543,CORAGRO,"COROMANDEL AGRO PRODUCTS & OIL",0,,0,0.01,50,EQ,BSE,BSE
129933316,507552,FOODSIN,"FOODS & INNS",0,,0,0.01,1,EQ,BSE,BSE
129940484,507580,IVP,"IVP",0,,0,0.05,1,EQ,BSE,BSE
129945092,507598,KLRFM,"KOVILPATTI LAKSHMI ROLLER FLOU",0,,0,0.05,1,EQ,BSE,BSE
129947908,507609,OLYOI,"OLYMPIC OIL INDUSTRIES",0,,0,0.01,1,EQ,BSE,BSE
129950980,507621,MLKFOOD,"MILKFOOD",0,,0,0.01,1,EQ,BSE,BSE
129957124,507645,POLSON,"POLSON",0,,0,0.05,1,EQ,BSE,BSE
129961732,507663,SIGNGCL,"SIGNATURE GREEN CORPORATION LI",0,,0,0.01,1,EQ,BSE,BSE
129967364,507685,WIPRO,"WIPRO",0,,0,0.05,1,EQ,BSE,BSE
129968644,507690,ORIBEVER,"ORIENT BEVERAGES",0,,0,0.05,1,EQ,BSE,BSE
129975556,507717,DHANUKA,"DHANUKA AGRITECH",0,,0,0.05,1,EQ,BSE,BSE
129983236,507747,TTKHLTCARE,"TTK HEALTHCARE",0,,0,0.05,1,EQ,BSE,BSE
129984772,507753,TGVSL,"TGV SRAAC ",0,,0,0.05,1,EQ,BSE,BSE
129986308,507759,LIMECHM,"LIME CHEMICALS",0,,0,0.01,1,EQ,BSE,BSE
129991428,507779,KANPRPLA,"KANPUR PLASTIPACK",0,,0,0.05,1,EQ,BSE,BSE
129992964,507785,TAINWALCHM,"TAINWALA CHEMICALS & PLASTICS",0,,0,0.05,1,EQ,BSE,BSE
129993988,507789,JAGSNPHARM,"JAGSONPAL PHARMACEUTICALS",0,,0,0.05,1,EQ,BSE,BSE
129995268,507794,KHAICHEM,"KHAITAN CHEMICALS & FERTILIZER",0,,0,0.01,1,EQ,BSE,BSE
129998852,507808,UNTTEMI,"UNITED LEASING & INDUSTRIES LT",0,,0,0.01,50,EQ,BSE,BSE
130000132,507813,NOL,"NATIONAL OXYGEN",0,,0,0.05,1,EQ,BSE,BSE
130000644,507815,GILLETTE,"GILLETTE INDIA",0,,0,0.05,1,EQ,BSE,BSE
130001156,507817,WIREFABR,"WIRES & FABRIKS (SA)",0,,0,0.05,1,EQ,BSE,BSE
130003972,507828,ANSALHSG,"ANSAL HOUSING",0,,0,0.01,1,EQ,BSE,BSE
130005252,507833,COMPUPN,"COMPUTER POINT",0,,0,0.01,1,EQ,BSE,BSE
130006020,507836,MCCHRLS-B,"MAC CHARLES (INDIA)",0,,0,0.05,1,EQ,BSE,BSE
130010116,507852,ADDIND,"ADDI INDUSTRIES",0,,0,0.01,1,EQ,BSE,BSE
130013188,507864,PIONRINV,"PIONEER INVESTCORP",0,,0,0.01,1,EQ,BSE,BSE
130015236,507872,ASHNOOR,"ASHNOOR TEXTILE MILLS",0,,0,0.01,1,EQ,BSE,BSE
130016772,507878,UNITECH,"UNITECH",0,,0,0.01,1,EQ,BSE,BSE
130017284,507880,VIPIND,"V.I.P.INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
130024964,507910,FIBERWEB,"FIBERWEB (INDIA)",0,,0,0.01,1,EQ,BSE,BSE
130025476,507912,LKPFIN,"LKP FINANCE",0,,0,0.05,1,EQ,BSE,BSE
130026756,507917,EASTBUILD,"EAST BUILDTECH",0,,0,0.01,1,EQ,BSE,BSE
130032132,507938,MNPLFIN,"MANIPAL FINANCE CORPORATION LT",0,,0,0.01,100,EQ,BSE,BSE
130033668,507944,BAJAJST,"BAJAJ STEEL INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
130034180,507946,KIDUJA,"KIDUJA INDIA",0,,0,0.01,1,EQ,BSE,BSE
130034692,507948,KEYCORP,"KEY CORP",0,,0,0.05,1,EQ,BSE,BSE
130035716,507952,SHIKHARLETR,"SHIKHAR LEASING & TRADING",0,,0,0.01,1,EQ,BSE,BSE
130037764,507960,GUJHOTE,"GUJARAT HOTELS",0,,0,0.05,1,EQ,BSE,BSE
130039300,507966,RASRESOR,"RAS RESORTS & APART HOTELS",0,,0,0.01,1,EQ,BSE,BSE
130039812,507968,JOLYPLS,"JOLLY PLASTIC INDUSTRIES",0,,0,0.05,100,EQ,BSE,BSE
130040324,507970,PARMCOS-B,"PARAMOUNT COSMETICS (INDIA) LT",0,,0,0.01,1,EQ,BSE,BSE
130043140,507981,JINDHOT,"JINDAL HOTELS",0,,0,0.01,1,EQ,BSE,BSE
130043908,507984,SERIND,"SER INDUSTRIES",0,,0,0.01,1,EQ,BSE,BSE
130044676,507987,JPTRLES,"JUPITER INDUSTRIES & LEASING L",0,,0,0.01,100,EQ,BSE,BSE
130047492,507998,SIMMOND,"SIMMONDS MARSHALL",0,,0,0.05,1,EQ,BSE,BSE
130082820,508136,BNALTD,"B & A",0,,0,0.05,1,EQ,BSE,BSE
130172420,508486,HAWKINCOOK,"HAWKINS COOKERS",0,,0,0.05,1,EQ,BSE,BSE
130174468,508494,WARRENTEA,"WARREN TEA",0,,0,0.01,1,EQ,BSE,BSE
130194180,508571,COCHMAL,"COCHIN MALABAR ESTATES & INDUS",0,,0,0.05,1,EQ,BSE,BSE
130217988,508664,BESTEAST,"BEST EASTERN HOTELS",0,,0,0.01,1,EQ,BSE,BSE
130219524,508670,NEAGI,"NEELAMALAI AGRO INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
130254596,508807,ISTLTD,"IST",0,,0,0.05,1,EQ,BSE,BSE
130256388,508814,COSMOFIRST,"COSMO FIRST ",0,,0,0.05,1,EQ,BSE,BSE
130269956,508867,NEWMKTADV,"NEW MARKETS ADVISORY",0,,0,0.01,1,EQ,BSE,BSE
130270468,508869,APOLLOHOSP,"APOLLO HOSPITALS ENTERPRISE LT",0,,0,0.05,1,EQ,BSE,BSE
130272004,508875,NITINCAST,"NITIN CASTINGS ",0,,0,0.05,1,EQ,BSE,BSE
130279684,508905,NEXOME,"NEXOME CAPITAL MARKETS",0,,0,0.01,1,EQ,BSE,BSE
130279940,508906,EVERESTIND,"EVEREST INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
130284036,508922,MSRINDIA,"MSR INDIA",0,,0,0.01,1,EQ,BSE,BSE
130286852,508933,AYMSYNTEX,"AYM SYNTEX ",0,,0,0.05,1,EQ,BSE,BSE
130288900,508941,PANCARBON,"PANASONIC CARBON INDIA CO.LTD.",0,,0,0.05,1,EQ,BSE,BSE
130292228,508954,FINKURVE,"FINKURVE FINANCIAL SERVICES LT",0,,0,0.05,1,EQ,BSE,BSE
130292740,508956,HBLEAS,"HB LEASING & FINANCE CO.LTD.",0,,0,0.01,1,EQ,BSE,BSE
130294020,508961,SHRICON,"SHRICON INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
130294532,508963,TRUSTWAVE,"TRUSTWAVE SECURITIES",0,,0,0.01,1,EQ,BSE,BSE
130296068,508969,SULABEN,"SULABH ENGINEERS & SERVICES LT",0,,0,0.01,1,EQ,BSE,BSE
130298884,508980,FRONTCAP,"FRONTIER CAPITAL",0,,0,0.01,1,EQ,BSE,BSE
130301188,508989,NAVNETEDUL,"NAVNEET EDUCATION",0,,0,0.05,1,EQ,BSE,BSE
130302212,508993,KEDIACN,"KEDIA CONSTRUCTION CO.LTD.",0,,0,0.01,1,EQ,BSE,BSE
130304772,509003,TRANOCE,"TRANSOCEANIC PROPERTIES",0,,0,0.01,1,EQ,BSE,BSE
130306308,509009,AUSOMENT,"AUSOM ENTERPRISE",0,,0,0.05,1,EQ,BSE,BSE
130307844,509015,THAKRAL,"THAKRAL SERVICES (INDIA)",0,,0,0.01,1,EQ,BSE,BSE
130309124,509020,RUCHINFRA,"RUCHI INFRASTRUCTURE",0,,0,0.01,1,EQ,BSE,BSE
130310148,509024,GOLDLEG,"GOLDEN LEGAND LEASING & FINANC",0,,0,0.01,1,EQ,BSE,BSE
130310660,509026,VJTFEDU,"VJTF EDUSERVICES",0,,0,0.01,1,EQ,BSE,BSE
130313732,509038,VOLLF,"VOLTAIRE LEASING & FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130314244,509040,NETLINK,"NETLINK SOLUTIONS (INDIA)",0,,0,0.05,1,EQ,BSE,BSE
130315780,509046,TRILIANCE,"TRILIANCE POLYMERS",0,,0,0.01,1,EQ,BSE,BSE
130316292,509048,LANCORHOL,"LANCOR HOLDINGS",0,,0,0.01,1,EQ,BSE,BSE
130317060,509051,INDINFO,"INDIAN INFOTECH & SOFTWARE",0,,0,0.01,1,EQ,BSE,BSE
130317572,509053,BANASFN,"BANAS FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130318084,509055,VISAKAIND,"VISAKA INDUSTRIES",0,,0,0.01,1,EQ,BSE,BSE
130322692,509073,HATHWAYB,"HATHWAY BHAWANI CABLETEL & DAT",0,,0,0.01,1,EQ,BSE,BSE
130324228,509079,GUFICBIO,"GUFIC BIOSCIENCES",0,,0,0.05,1,EQ,BSE,BSE
130342916,509152,GRPLTD,"GRP",0,,0,0.05,1,EQ,BSE,BSE
130345476,509162,INDAG,"INDAG RUBBER",0,,0,0.05,1,EQ,BSE,BSE
130354180,509196,MMRUBBR-B,"MM RUBBER COMPANY",0,,0,0.01,1,EQ,BSE,BSE
130360324,509220,PTL,"PTL ENTERPRISES",0,,0,0.01,1,EQ,BSE,BSE
130366212,509243,TVSSRICHAK,"TVS SRICHAKRA",0,,0,0.05,1,EQ,BSE,BSE
130412292,509423,SEL,"SANATHNAGAR ENTERPRISES LIMITE",0,,0,0.01,1,EQ,BSE,BSE
130416132,509438,BENARAS,"BENARES HOTELS",0,,0,0.05,1,EQ,BSE,BSE
130418948,509449,BHAGWOX,"BHAGWATI OXYGEN",0,,0,0.01,1,EQ,BSE,BSE
130424324,509470,BOMOXY-B1,"BOMBAY OXYGEN INVESTMENTS LIMI",0,,0,0.05,1,EQ,BSE,BSE
130424836,509472,CRAVATEX,"CRAVATEX",0,,0,0.05,1,EQ,BSE,BSE
130426884,509480,BERGEPAINT,"BERGER PAINTS INDIA",0,,0,0.05,1,EQ,BSE,BSE
130428420,509486,CAPRIHANS,"CAPRIHANS INDIA",0,,0,0.05,1,EQ,BSE,BSE
130428932,509488,GRAPHITE,"GRAPHITE INDIA",0,,0,0.05,1,EQ,BSE,BSE
130430980,509496,ITDCEM,"ITD CEMENTATION INDIA",0,,0,0.05,1,EQ,BSE,BSE
130438404,509525,EMPIND,"EMPIRE INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
130443780,509546,GRAVISSHO,"GRAVISS HOSPITALITY",0,,0,0.01,1,EQ,BSE,BSE
130446596,509557,GARFIBRES,"GARWARE TECHNICAL FIBRES LIMIT",0,,0,0.05,1,EQ,BSE,BSE
130448132,509563,GARWAMAR,"GARWARE MARINE INDUSTRIES",0,,0,0.01,1,EQ,BSE,BSE
130449156,509567,GOACARBON,"GOA CARBON",0,,0,0.05,1,EQ,BSE,BSE
130456836,509597,HARDCAS,"HARDCASTLE & WAUD MFG.CO.LTD.",0,,0,0.05,1,EQ,BSE,BSE
130465540,509631,HEG,"HEG",0,,0,0.05,1,EQ,BSE,BSE
130466564,509635,HINDCOMPOS,"HINDUSTAN COMPOSITES",0,,0,0.05,1,EQ,BSE,BSE
130470404,509650,ZHINDHSG,"HINDUSTAN HOUSING CO.LTD.",0,,0,0.01,1,EQ,BSE,BSE
130476804,509675,BIRLANU,"BIRLANU",0,,0,0.05,1,EQ,BSE,BSE
130481156,509692,INDIANCARD,"INDIAN CARD CLOTHING CO.LTD.",0,,0,0.05,1,EQ,BSE,BSE
130485508,509709,INTLCONV,"INTERNATIONAL CONVEYORS",0,,0,0.01,1,EQ,BSE,BSE
130487044,509715,JAYSREETEA,"JAY SHREE TEA & INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
130491396,509732,KOTIC,"KOTHARI INDUSTRIAL CORPORATION",0,,0,0.05,1,EQ,BSE,BSE
130498564,509760,MODRNSH,"MODERN SHARES & STOCKBROKERS L",0,,0,0.01,1,EQ,BSE,BSE
130504196,509782,OSEASPR,"OSEASPRE CONSULTANTS",0,,0,0.01,1,EQ,BSE,BSE
130513924,509820,HUHTAMAKI,"HUHTAMAKI INDIA",0,,0,0.05,1,EQ,BSE,BSE
130517764,509835,PREMSYN,"PREMIER SYNTHETICS",0,,0,0.01,1,EQ,BSE,BSE
130520324,509845,RJSHAH,"R.J.SHAH & CO.LTD.",0,,0,0.05,50,EQ,BSE,BSE
130526724,509870,SHAHCON,"SHAH CONSTRUCTION CO.LTD.",0,,0,0.01,1,EQ,BSE,BSE
130527748,509874,SHALPAINTS,"SHALIMAR PAINTS",0,,0,0.01,1,EQ,BSE,BSE
130531076,509887,SINNAR,"SINNAR BIDI UDYOG",0,,0,0.05,1,EQ,BSE,BSE
130533124,509895,HINDMILL,"HINDOOSTAN MILLS",0,,0,0.05,1,EQ,BSE,BSE
130536964,509910,ZSOUTGAS,"SOUTHERN GAS",0,,0,0.01,5,EQ,BSE,BSE
130538756,509917,TECHCON,"TECHNOJET CONSULTANTS",0,,0,0.01,1,EQ,BSE,BSE
130542084,509930,SUPREMEIND,"SUPREME INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
130545924,509945,THACKER,"THACKER & CO.LTD.",0,,0,0.05,1,EQ,BSE,BSE
130549764,509960,UPHOT,"U.P.HOTELS",0,,0,0.05,1,EQ,BSE,BSE
130551300,509966,VSTIND,"VST INDUSTRIES",0,,0,0.05,1,EQ,BSE,BSE
130622724,510245,SWASTIVI,"SWASTI VINAYAKA SYNTHETICS",0,,0,0.01,1,EQ,BSE,BSE
130816004,511000,MADHUSE,"MADHUSUDAN SECURITIES",0,,0,0.01,1,EQ,BSE,BSE
130819076,511012,YAMNINV,"YAMINI INVESTMENTS COMPANY",0,,0,0.01,1,EQ,BSE,BSE
130820612,511018,ZMILGFIN,"MILGREY FINANCE & INVESTMENT L",0,,0,0.01,1,EQ,BSE,BSE
130824708,511034,JINDRILL,"JINDAL DRILLING & INDUSTRIES L",0,,0,0.05,1,EQ,BSE,BSE
130828292,511048,KUSUMEL,"KUSAM ELECTRICAL INDUSTRIES LT",0,,0,0.01,1,EQ,BSE,BSE
130831364,511060,JUMBFNL,"JUMBO FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130832900,511066,SAKTHIFIN,"SAKTHI FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130834948,511074,EASYFIN,"EASY FINCORP",0,,0,0.05,1,EQ,BSE,BSE
130835460,511076,SATINDLTD,"SAT INDUSTRIES",0,,0,0.01,1,EQ,BSE,BSE
130839556,511092,JMDVL,"JMD VENTURES ",0,,0,0.01,1,EQ,BSE,BSE
130840580,511096,TVOLCON,"TIVOLI CONSTRUCTION",0,,0,0.01,1,EQ,BSE,BSE
130843652,511108,SHIVATEX,"SHIVA TEXYARN",0,,0,0.05,1,EQ,BSE,BSE
130844164,511110,VBDESAI,"V.B.DESAI FINANCIAL SERVICES L",0,,0,0.01,1,EQ,BSE,BSE
130845700,511116,QUADRANT,"QUADRANT TELEVENTURES",0,,0,0.01,1,EQ,BSE,BSE
130847236,511122,1STCUS,"FIRST CUSTODIAN FUND (INDIA) L",0,,0,0.05,1,EQ,BSE,BSE
130849540,511131,KAMANWALA,"KAMANWALA HOUSING CONSTRUCTION",0,,0,0.01,1,EQ,BSE,BSE
130853636,511147,WSFX,"WSFX GLOBAL PAY ",0,,0,0.01,1,EQ,BSE,BSE
130855172,511153,ANJANIFOODS,"ANJANI FOODS ",0,,0,0.01,1,EQ,BSE,BSE
130859268,511169,RKDAGRRTL,"RKD AGRI AND RETAIL",0,,0,0.01,1,EQ,BSE,BSE
130861060,511176,PARSHWANA,"PARSHWANATH CORPORATION",0,,0,0.05,1,EQ,BSE,BSE
130863364,511185,RAJVI,"RAJVI LOGITRADE",0,,0,0.01,1,EQ,BSE,BSE
130863876,511187,MILLENNIUM,"MILLENNIUM ONLINE SOLUTIONS (I",0,,0,0.01,1,EQ,BSE,BSE
130865668,511194,ICDSLTD,"ICDS",0,,0,0.01,1,EQ,BSE,BSE
130866180,511196,CANFINHOME,"CAN FIN HOMES",0,,0,0.05,1,EQ,BSE,BSE
130867204,511200,MUNCAPM,"MUNOTH CAPITAL MARKET",0,,0,0.05,1,EQ,BSE,BSE
130869252,511208,IVC,"IL&FS INVESTMENT MANAGERS",0,,0,0.01,1,EQ,BSE,BSE
130871812,511218,SHRIRAMFIN,"SHRIRAM FINANCE ",0,,0,0.05,1,EQ,BSE,BSE
130878212,511243,CHOLAFIN,"CHOLAMANDALAM INVESTMENT AND F",0,,0,0.05,1,EQ,BSE,BSE
130878980,511246,BOMTALKIES,"BOMBAY TALKIES",0,,0,0.01,1,EQ,BSE,BSE
130881028,511254,SAGARSYST,"SAGAR SYSTECH",0,,0,0.01,1,EQ,BSE,BSE
130901252,511333,VLSFINANCE,"VLS FINANCE",0,,0,0.05,1,EQ,BSE,BSE
130906884,511355,INDCEMCAP,"INDIA CEMENTS CAPITAL",0,,0,0.01,1,EQ,BSE,BSE
130907908,511359,ADMANUM,"AD-MANUM FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130912516,511377,MEHIF,"MEHTA INTEGRATED FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130916100,511391,INTRGLB,"INTER GLOBE FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130918660,511401,MCLTD,"MUNOTH COMMUNICATION",0,,0,0.01,1,EQ,BSE,BSE
130921220,511411,SHRISTI,"SHRISTI INFRASTRUCTURE DEVELOP",0,,0,0.01,1,EQ,BSE,BSE
130921732,511413,CREST,"CREST",0,,0,0.05,1,EQ,BSE,BSE
130926340,511431,VAKRANGEE,"VAKRANGEE",0,,0,0.01,1,EQ,BSE,BSE
130928900,511441,GUJCRED,"GUJARAT CREDIT CORPORATION",0,,0,0.01,1,EQ,BSE,BSE
130930436,511447,SYLPH,"SYLPH TECHNOLOGIES",0,,0,0.01,1,EQ,BSE,BSE
130931460,511451,DHARFIN,"DHARANI FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130934532,511463,ALEXANDER,"ALEXANDER STAMPS AND COIN LIMI",0,,0,0.01,1,EQ,BSE,BSE
130937092,511473,INDBANK,"INDBANK MERCHANT BANKING SERVI",0,,0,0.01,1,EQ,BSE,BSE
130942212,511493,SHRYDUS,"SHRYDUS INDUSTRIES",0,,0,0.01,1,EQ,BSE,BSE
130944260,511501,BHARAT,"BHARAT BHUSHAN FINANCE & COMMO",0,,0,0.01,1,EQ,BSE,BSE
130945284,511505,CAPTRUST,"CAPITAL TRUST",0,,0,0.01,1,EQ,BSE,BSE
130945796,511507,USHAKIRA,"USHAKIRAN FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130946308,511509,VIVOBIOT,"VIVO BIO TECH",0,,0,0.01,1,EQ,BSE,BSE
130949892,511523,VEERHEALTH,"VEERHEALTH CARE",0,,0,0.01,1,EQ,BSE,BSE
130950404,511525,PANINDIAC,"PAN INDIA CORPORATION",0,,0,0.01,1,EQ,BSE,BSE
130952452,511533,SAHARAHOUS,"SAHARA HOUSINGFINA CORPORATION",0,,0,0.01,1,EQ,BSE,BSE
130952964,511535,NDASEC,"NDA SECURITIES",0,,0,0.01,1,EQ,BSE,BSE
130955012,511543,GSBFIN,"GSB FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130956548,511549,MORARKFI,"MORARKA FINANCE",0,,0,0.05,1,EQ,BSE,BSE
130957060,511551,MONARCH,"MONARCH NETWORTH CAPITAL LIMIT",0,,0,0.05,1,EQ,BSE,BSE
130958596,511557,PROFINC,"PRO FIN CAPITAL SERVICES",0,,0,0.01,1,EQ,BSE,BSE
130959108,511559,TIMESGTY,"TIMES GUARANTY",0,,0,0.05,1,EQ,BSE,BSE
130960132,511563,SANCF,"SANCHAY FINVEST",0,,0,0.01,1,EQ,BSE,BSE
130962180,511571,SODFC,"SOM DATT FINANCE CORPORATION L",0,,0,0.05,1,EQ,BSE,BSE
130963716,511577,SAVFI,"SAVANI FINANCIALS",0,,0,0.01,1,EQ,BSE,BSE
130965764,511585,BEFOUNDMOL,"BEFOUND MOVEMENT",0,,0,0.01,1,EQ,BSE,BSE
130966788,511589,AVONMORE,"AVONMORE CAPITAL & MANAGEMENT",0,,0,0.01,1,EQ,BSE,BSE
130967812,511593,LIBORDFIN,"LIBORD FINANCE",0,,0,0.01,1,EQ,BSE,BSE
130969860,511601,YASHMGM,"YASH MANAGEMENT & SATELLITE LT",0,,0,0.01,1,EQ,BSE,BSE
130970884,511605,ARIHANTCAP,"ARIHANT CAPITAL MARKETS",0,,0,0.01,1,EQ,BSE,BSE
130971908,511609,ISLCONSUL,"ISL CONSULTING",0,,0,0.01,1,EQ,BSE,BSE
130972420,511611,DCMFINSERV,"DCM FINANCIAL SERVICES",0,,0,0.01,1,EQ,BSE,BSE
130976772,511628,FEDDERSHOL,"FEDDERS HOLDING",0,,0,0.01,1,EQ,BSE,BSE
130977284,511630,SAMBHAAV,"SAMBHAAV MEDIA",0,,0,0.01,1,EQ,BSE,BSE
130978308,511634,DUGARHOU,"DUGAR HOUSING DEVELOPMENTS",0,,0,0.01,1,EQ,BSE,BSE
130978820,511636,DJSSS,"DJS STOCK & SHARES",0,,0,0.01,1,EQ,BSE,BSE
130980868,511644,OMEGAIN,"OMEGA INTERACTIVE TECHNOLOGIES",0,,0,0.05,1,EQ,BSE,BSE
130983428,511654,SUGALDAM,"SUGAL & DAMANI SHARE BROKERS L",0,,0,0.01,1,EQ,BSE,BSE
130984452,511658,NETTLINX,"NETTLINX",0,,0,0.01,1,EQ,BSE,BSE
130985988,511664,BGIL,"BGIL FILMS & TECHNOLOGIES",0,,0,0.01,1,EQ,BSE,BSE
130988036,511672,SCANSTL,"SCAN STEELS ",0,,0,0.01,1,EQ,BSE,BSE
130989060,511676,GICHSGFIN,"GIC HOUSING FINANCE",0,,0,0.05,1,EQ,BSE,BSE
130993156,511692,AJCON,"AJCON GLOBAL SERVICES",0,,0,0.01,1,EQ,BSE,BSE
130994180,511696,CHRTEDCA,"CHARTERED CAPITAL & INVESTMENT",0,,0,0.05,1,EQ,BSE,BSE
130995204,511700,STANCAP,"STANDARD CAPITAL MARKETS",0,,0,0.01,1,EQ,BSE,BSE
130995716,511702,YOGI,"YOGI",0,,0,0.05,1,EQ,BSE,BSE
130997764,511710,CUBIFIN,"CUBICAL FINANCIAL SERVICES",0,,0,0.01,1,EQ,BSE,BSE
130998276,511712,RELICTEC,"RELIC TECHNOLOGIES",0,,0,0.01,1,EQ,BSE,BSE
130998788,511714,NIMBSPROJ,"NIMBUS PROJECTS",0,,0,0.05,1,EQ,BSE,BSE
130999300,511716,INVIGO,"INVIGORATED BUSINESS CONSULTIN",0,,0,0.01,1,EQ,BSE,BSE
131001348,511724,BAIDFIN,"BAID FINSERV",0,,0,0.01,1,EQ,BSE,BSE
131001860,511726,VIPULLTD,"VIPUL",0,,0,0.01,1,EQ,BSE,BSE
131002372,511728,KZLFIN,"K.Z.LEASING & FINANCE",0,,0,0.01,1,EQ,BSE,BSE
131003908,511734,PASUFIN,"PASUPATI FINCAP",0,,0,0.01,1,EQ,BSE,BSE
131005444,511740,RFL,"RUPAREL FOOD PRODUCTS",0,,0,0.05,1,EQ,BSE,BSE
